ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Ccdc80,CCDC80,0.3017348682,0.487668067,1.232625778,0.3118756816,0.4770166312
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Cdcp1,CDCP1,-0.9350051528,1,0.5230406018,0,0.4769593982
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Ltbp2,LTBP2,-0.9341670404,1,0.5233445428,0,0.4766554572
"OSD-457: JAXA, kidney",kidney,kidney,Wildtype Spaceflight vs Wildtype GroundControl,Havcr1,HAVCR1,-0.9268919926,1,0.5259902664,0,0.4740097336
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Cdcp1,CDCP1,0.4052918882,0.6843975385,1.324356829,0.1646915611,0.4739304438
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs Spaceflight 25d, C3H/HeJ",Timd2,HAVCR1,-0.9259755188,1,0.5263245085,0,0.4736754915
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C57BL/6J",Cdhr2,CDHR2,-0.9106485342,0.9893200435,0.531945912,0.004663192089,0.4731068486
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Nefl,NEFL,0.5577109338,1,1.471931908,0,0.4719319083
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Gfap,GFAP,0.5573019643,0.9992825595,1.47151471,0.0003116922669,0.4718532367
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Efemp1,EFEMP1,-0.3844624046,0.496001789,0.7660644061,0.3045167571,0.4716426415
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Gfap,GFAP,0.5571516053,1,1.471361355,0,0.4713613554
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Wildtype Spaceflight,Ltbp2,LTBP2,0.5552117594,1,1.469384294,0,0.4693842944
"OSD-168: RR-1/3, liver",liver,liver,"RR1, GroundControl vs BasalControl",Ccdc80,CCDC80,-0.2848140799,0.3827894359,0.8208473846,0.4170400563,0.4680187033
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C3H/HeJ",Cdcp1,CDCP1,-0.6343464354,0.7610934036,0.6442325966,0.1185620421,0.4674425001
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs BasalControl,Gfap,GFAP,0.3166167864,0.5257493369,1.245406562,0.2792212664,0.4667748397
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO GroundControl vs Wildtype GroundControl,Crtac1,CRTAC1,-0.9064598156,1,0.5334926072,0,0.4665073928
"OSD-457: JAXA, thymus",thymus,thymus,Wildtype Spaceflight vs Wildtype GroundControl,Cdcp1,CDCP1,0.4551489243,0.7957761023,1.370924313,0.09920910717,0.4661164269
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Cdcp1,CDCP1,-0.6676745776,0.7964567954,0.6295205689,0.09883777798,0.4651594829
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs GroundControl (1G) (chow+FOS),Ccn5,CCN5,0.389853995,0.6673771283,1.310260795,0.1756286811,0.4648957564
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C3H/HeJ",Ccn5,CCN5,-0.6936659437,0.8211402616,0.6182807769,0.08558265332,0.4648648239
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdcp1,CDCP1,-0.9016096591,1,0.5352891594,0,0.4647108406
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 12wk) Spaceflight,Wnt9a,WNT9A,0.501880758,0.8960632274,1.416058393,0.04766134487,0.4643181198
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs VivariumControl_C2,Gfap,GFAP,0.5101196465,0.9142030048,1.424168301,0.03895735562,0.4639760518
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Gfap,GFAP,0.5485693707,1,1.462634575,0,0.4626345745
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Nefl,NEFL,-0.8951339208,1,0.5376972802,0,0.4623027198
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C57BL/6J",Eda2r,EDA2R,0.5473613564,1,1.461410377,0,0.4614103768
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Nefl,NEFL,0.546177563,1,1.460211718,0,0.4602117185
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Cdcp1,CDCP1,0.3324652321,0.5639481423,1.259163156,0.2487608296,0.4595513956
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Cdcp1,CDCP1,-0.3314893991,0.4468267428,0.7947156173,0.3498608421,0.4594272523
"OSD-457: JAXA, thymus",thymus,thymus,Wildtype Spaceflight vs Wildtype GroundControl,Ltbp2,LTBP2,0.4039056581,0.7034528683,1.323084917,0.1527649952,0.4592843833
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs BasalControl,Efemp1,EFEMP1,-0.2674459138,0.3688385563,0.8307890384,0.4331636866,0.4587670099
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Crtac1,CRTAC1,0.5445108629,1,1.458525756,0,0.458525756
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) VivariumControl vs (Age 12wk) GroundControl,Timd2,HAVCR1,-0.6492164649,0.7904275761,0.6376265179,0.1021379167,0.4584524795
"OSD-245: RR-6, liver",liver,liver,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Ccn5,CCN5,-0.4274781516,0.5595765803,0.7435604025,0.2521404701,0.4582743569
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C57BL/6J",Ccdc80,CCDC80,0.5438041236,1,1.457811437,0,0.4578114366
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Ccdc80,CCDC80,-0.5295204294,0.6725322853,0.6927849865,0.1722868623,0.4568033687
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Crtac1,CRTAC1,-0.8762904961,1,0.5447663528,0,0.4552336472
"OSD-137: RR-3, liver",liver,liver,GroundControl vs BasalControl,Gfap,GFAP,0.3086615563,0.52735672,1.238558109,0.2778955155,0.4523657321
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs GroundControl,Cdcp1,CDCP1,0.4875394371,0.8904245963,1.402051591,0.05040285196,0.4515279484
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Gfap,GFAP,-0.3949947146,0.5307483288,0.7604921627,0.2751113647,0.451264421
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Havcr1,HAVCR1,-0.8634673388,1,0.5496300017,0,0.4503699983
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO GroundControl vs Wildtype GroundControl,Cdcp1,CDCP1,0.4450567811,0.8044819645,1.361367696,0.09448368783,0.4491930355
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Wildtype Spaceflight,Cxcl17,CXCL17,0.5350728983,1,1.44901537,0,0.4490153704
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Ccdc80,CCDC80,0.4726377356,0.8655589056,1.387644234,0.06270337089,0.4478542498
"OSD-248: RR-6, lung",lung,lung,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Cxcl17,CXCL17,0.4936165916,0.9125386652,1.407969997,0.039748725,0.4470714643
"OSD-194: RR-3, retina",eye,retina,Spaceflight vs GroundControl,Nefl,NEFL,-0.4831547517,0.6379763172,0.7154115168,0.1951954428,0.446080012
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Wildtype Spaceflight vs Wildtype GroundControl,Gfap,GFAP,-0.5918034642,0.7557241952,0.6635129533,0.1216366732,0.4452511231
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Cdcp1,CDCP1,0.3903145112,0.6981664592,1.310679104,0.1560410191,0.444992881
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Nefl,NEFL,-0.8484919673,1,0.5553649494,0,0.4446350506
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdhr2,CDHR2,0.529570324,1,1.443499216,0,0.443499216
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs CC_C1,Cdcp1,CDCP1,0.3838243272,0.687281603,1.304796057,0.162865281,0.4434805987
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Efemp1,EFEMP1,-0.8303389307,0.9867919928,0.5623971035,0.005774383199,0.443460121
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C57BL/6J",Crtac1,CRTAC1,0.4936443829,0.9206632279,1.40799712,0.0358992026,0.4431556595
"OSD-245: RR-6, liver",liver,liver,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Gfap,GFAP,-0.368956713,0.5093623239,0.7743422611,0.2929731818,0.4430200829
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Cdcp1,CDCP1,-0.5647676489,0.731717237,0.6760642903,0.1356567142,0.4427061348
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs VivariumControl,Crtac1,CRTAC1,-0.5581207456,0.7246737658,0.6791862958,0.1398574605,0.4427008668
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Ccn5,CCN5,-0.8428783564,1,0.5575301166,0,0.4424698834
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FreshDissection) vs GroundControl (FreshDissection),Ltbp2,LTBP2,0.5281677206,1,1.442096513,0,0.4420965127
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Scarf2,SCARF2,0.5215508987,0.9867919928,1.43549758,0.005774383199,0.4413266255
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Ltbp2,LTBP2,-0.5657890488,0.7355816372,0.6755858194,0.1333691208,0.4410308309
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs VivariumControl_C2,Eda2r,EDA2R,-0.6485754578,0.8214808823,0.6379098861,0.08540253913,0.4407772861
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FreshDissection) vs GroundControl (FreshDissection),Gfap,GFAP,-0.835571871,1,0.5603608731,0,0.4396391269
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Ltbp2,LTBP2,0.4139956698,0.7560573195,1.332370826,0.1214452778,0.4396106188
"OSD-379: RR-8, liver",liver,liver,VivariumControl 23d (FrozenCarcass on ISS) vs GroundControl 23d (FrozenCarcass on ISS),Crtac1,CRTAC1,0.5249262174,1,1.438859992,0,0.4388599916
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Ltbp2,LTBP2,-0.8335088417,1,0.5611627528,0,0.4388372472
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs GroundControl_C2,Gfap,GFAP,-0.5965555189,0.7727100003,0.6613310212,0.1119834671,0.4382872988
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Gfap,GFAP,-0.5174626013,0.6882892704,0.6985994435,0.1622290005,0.4378980894
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C57BL/6J",Timd2,HAVCR1,-0.7398967598,0.918343735,0.5987822,0.03699473243,0.4368928372
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Ccn5,CCN5,0.5223918017,1,1.436334532,0,0.436334532
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Scarf2,SCARF2,0.2660068599,0.4647117893,1.202474967,0.3328163097,0.435700086
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Cdcp1,CDCP1,0.4216025208,0.7805982356,1.339414527,0.1075724347,0.4348133417
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C57BL/6J",Havcr1,HAVCR1,-0.4958577755,0.6693530043,0.7091399232,0.174344783,0.434539137
"OSD-241: RR-5, skin, femoral",skin,"skin, femoral",Spaceflight vs GroundControl,Cdcp1,CDCP1,0.2417416797,0.4202512726,1.182419264,0.3764909628,0.4340718905
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Havcr1,HAVCR1,0.4149049865,0.7679518834,1.333210871,0.1146659902,0.4338955061
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Wnt9a,WNT9A,-0.2502479459,0.367169545,0.8407519087,0.4351333487,0.4337181378
"OSD-326: RR-4, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Eda2r,EDA2R,0.4408704479,0.8252686342,1.35742308,0.08340466072,0.433099072
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Nefl,NEFL,-0.8187421511,1,0.5669360242,0,0.4330639758
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs GroundControl_C2,Ltbp2,LTBP2,0.3992449757,0.7375723373,1.318817536,0.1321953799,0.4322525671
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Timd2,HAVCR1,-0.8142416656,1,0.5687073419,0,0.4312926581
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs GroundControl",Ccn5,CCN5,-0.601201656,0.790290146,0.659204659,0.1022134332,0.431228129
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Nefl,NEFL,-0.8135939021,1,0.5689627462,0,0.4310372538
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Wildtype Spaceflight,Ccn5,CCN5,-0.8129840363,1,0.5692033129,0,0.4307966871
"OSD-242: RR-9, liver",liver,liver,GroundControl_C2 vs BasalControl_C1,Gfap,GFAP,-0.5008845113,0.6809046886,0.7066733894,0.1669136753,0.4307895298
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs BasalControl_C1,Eda2r,EDA2R,0.4090075229,0.7609493239,1.327772082,0.1186442645,0.4307410123
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs BasalControl,Eda2r,EDA2R,-0.3600708223,0.5128248296,0.7791263312,0.2900309556,0.4307000286
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Scarf2,SCARF2,-0.8120999197,1,0.5695522406,0,0.4304477594
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO GroundControl vs Wildtype GroundControl,Havcr1,HAVCR1,0.5159037847,1,1.429889622,0,0.4298896219
"OSD-245: RR-6, liver",liver,liver,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Ltbp2,LTBP2,-0.4779299594,0.6562981561,0.7180071126,0.1828988159,0.4296719178
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Cxcl17,CXCL17,0.5152019308,1,1.429194167,0,0.4291941669
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs BasalControl_C1,Wnt9a,WNT9A,-0.5574687646,0.7470414132,0.6794933022,0.1266553219,0.4290347124
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) VivariumControl,Ccn5,CCN5,0.3583324857,0.6577690968,1.281943329,0.1819265343,0.4286357174
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Cdcp1,CDCP1,0.3447930349,0.6301975073,1.269968783,0.200523319,0.4283875771
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Wildtype Spaceflight,Scarf2,SCARF2,-0.5521338367,0.7425142448,0.6820106454,0.1292952102,0.4282602749
"OSD-379: RR-8, liver",liver,liver,VivariumControl 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Timd2,HAVCR1,-0.2069481362,0.3124990499,0.8663680011,0.5051512987,0.4276236965
"OSD-244: RR-6, thymus",thymus,thymus,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Timd2,HAVCR1,-0.4311893953,0.6042770682,0.7416500976,0.2187638866,0.4275355065
"OSD-102: RR-1, kidney",kidney,kidney,Spaceflight vs GroundControl,Ltbp2,LTBP2,0.3449550864,0.6320407453,1.270111441,0.1992549235,0.4273639684
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Nefl,NEFL,-0.5250746854,0.7145766525,0.6949231342,0.1459511777,0.4269337162
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Cxcl17,CXCL17,-0.7141453924,0.9146709539,0.6095661129,0.03873511205,0.4268572053
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (uG) vs GroundControl (1G),Ccn5,CCN5,-0.8025268844,1,0.5733440838,0,0.4266559162
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs CC_C1,Wnt9a,WNT9A,0.4215142913,0.7960087174,1.339332617,0.09908217611,0.4262925885
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Cxcl17,CXCL17,-0.8011982043,1,0.5738723602,0,0.4261276398
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Scarf2,SCARF2,-0.320677,0.4682857541,0.8006940552,0.3294890538,0.4256075335
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Wildtype Spaceflight vs Wildtype GroundControl,Havcr1,HAVCR1,-0.6790644132,0.8841954273,0.6245701765,0.05345173543,0.4246005033
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs Spaceflight_C1,Ccn5,CCN5,-0.4881227119,0.6761050616,0.7129522142,0.1699858128,0.4245609182
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Crtac1,CRTAC1,-0.6193592205,0.8245868257,0.6509599903,0.08376360812,0.423290791
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Efemp1,EFEMP1,0.291783132,0.5300591019,1.224152362,0.2756757037,0.4228818286
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Gfap,GFAP,0.4866908635,0.9495732639,1.401227166,0.02247152185,0.4225341859
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Gfap,GFAP,-0.6515111883,0.860140141,0.6366131274,0.06543078424,0.422474031
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Havcr1,HAVCR1,-0.7903509443,1,0.5782034234,0,0.4217965766
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Timd2,HAVCR1,-0.7876859637,1,0.5792724816,0,0.4207275184
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Efemp1,EFEMP1,0.2381360979,0.4266634222,1.179467853,0.3699145875,0.4206309793
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Cdcp1,CDCP1,-0.3686111205,0.5363375082,0.7745277742,0.27056183,0.4203924251
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Eda2r,EDA2R,-0.7853013825,1,0.5802307329,0,0.4197692671
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Cdcp1,CDCP1,-0.530805967,0.7334932562,0.6921679438,0.1346038748,0.4196794635
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Nefl,NEFL,-0.7843399807,1,0.5806175234,0,0.4193824766
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Timd2,HAVCR1,0.5051371461,1,1.419258268,0,0.419258268
"OSD-248: RR-6, lung",lung,lung,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Nefl,NEFL,-0.7639343073,0.9811207627,0.588888209,0.008277533568,0.4190226184
"OSD-457: JAXA, spleen",spleen,spleen,Wildtype Spaceflight vs Wildtype GroundControl,Crtac1,CRTAC1,0.504819422,1,1.41894574,0,0.4189457397
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,Spaceflight vs BasalControl,Ccn5,CCN5,-0.5488702723,0.7560946538,0.6835551887,0.1214238328,0.4185253919
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs GroundControl_C2,Cdcp1,CDCP1,-0.3659594307,0.5355893784,0.7759526741,0.2711680444,0.4183192105
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Efemp1,EFEMP1,0.366237858,0.6916981278,1.288987129,0.1600833998,0.417793713
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Ltbp2,LTBP2,-0.3490883884,0.5154104232,0.7850800183,0.2878468029,0.416988039
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Ltbp2,LTBP2,0.4476074575,0.8724085953,1.363776715,0.05928006422,0.4169797463
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs GroundControl,Cdcp1,CDCP1,-0.3528114447,0.5204366074,0.7830566324,0.2836321629,0.4168487853
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Havcr1,HAVCR1,-0.7768668802,1,0.5836329012,0,0.4163670988
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Efemp1,EFEMP1,-0.2971593942,0.4471156136,0.8138532626,0.349580164,0.4163279736
